"","D0","sd.D0","D0.bre","sd.D0.bre","D0.chao","sd.D0.chao","D1","sd.D1","D2","sd.D2"
"My01",264.928928928929,8.87465339603488,6361.27650685236,3712.82387853558,3395.69444444444,784.316295561425,7.54184109668864,0.0838139965403263,5.10868365677441,0.0325352136303925
"My02",438.604604604605,11.1921108603265,5492.46810569582,2323.92769511413,4523.59210526316,714.730284600164,3.58769756055721,0.0413641053236716,1.79241187556374,0.0115581003489988
"My03",511.612612612613,13.1517686688643,16409.8047100868,7357.04909928218,8241.72727272727,1419.36502294852,3.83989952244872,0.0405759123207277,1.95366045610472,0.0120676790491968
"My04",197.764764764765,7.94505932356894,9220.7624382807,5591.32225589411,3544.25,1107.30648704412,3.96845054981301,0.047401554103875,2.0227530340572,0.0169152291329329
"My05",381.780780780781,10.481254905773,NA,NA,4957.01851851852,936.625882940633,5.2942719777981,0.0469912996763889,2.96132113254296,0.0202369283495603
"My06",266.742742742743,9.08437872165189,11008.7286965807,6897.12766167354,4424,1165.66890667977,4.80017510180172,0.0403432755014825,3.12718558777967,0.0160124921083668
